path,sample,cohort
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8L9OK_E100010235_L01/filtered_nohost1.fq.gz,V8L9OK,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/V8L9OK/V8L9OK_350.raw.fq1.gz,V8L9OK,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F036/00.RawData/V8M1K2/V8M1K2_350.raw.fq1.gz,V8M1K2,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8M1K2_E100015864_L01/filtered_nohost1.fq.gz,V8M1K2,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F053/00.RawData/V8MITO/V8MITO_350.raw.fq1.gz,V8MITO,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8MITO_E100010235_L01/filtered_nohost1.fq.gz,V8MITO,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F009/00.RawData/V8NC3I/V8NC3I_350.raw.fq1.gz,V8NC3I,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab20_V8NC3I_E100013465_L01/filtered_nohost1.fq.gz,V8NC3I,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8NRLG_E100015864_L01/filtered_nohost1.fq.gz,V8NRLG,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F020/00.RawData/V8NRLG/V8NRLG_350.raw.fq1.gz,V8NRLG,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/V8ODQ7/V8ODQ7_350.raw.fq1.gz,V8ODQ7,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8ODQ7_E100009727_L01/filtered_nohost1.fq.gz,V8ODQ7,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8PAF4_E100013124_L01/filtered_nohost1.fq.gz,V8PAF4,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/V8PAF4/V8PAF4_350.raw.fq1.gz,V8PAF4,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/V8PZSX/V8PZSX_350.raw.fq1.gz,V8PZSX,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8Q521_E100013189_L01/filtered_nohost1.fq.gz,V8Q521,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/V8Q521/V8Q521_350.raw.fq1.gz,V8Q521,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8QAVH_E100013128_L01/filtered_nohost1.fq.gz,V8QAVH,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/V8QAVH/V8QAVH_350.raw.fq1.gz,V8QAVH,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8QFOK_E100013458_L01/filtered_nohost1.fq.gz,V8QFOK,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/V8QFOK/V8QFOK_350.raw.fq1.gz,V8QFOK,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8QO3N_E100013108_L01/filtered_nohost1.fq.gz,V8QO3N,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/V8QO3N/V8QO3N_350.raw.fq1.gz,V8QO3N,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8R1TD_E100009887_L01/filtered_nohost1.fq.gz,V8R1TD,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F006/00.RawData/V8R1TD/V8R1TD_350.raw.fq1.gz,V8R1TD,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8R4AG_E100013100_L01/filtered_nohost1.fq.gz,V8R4AG,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/V8R4AG/V8R4AG_350.raw.fq1.gz,V8R4AG,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8RHG3_E100013189_L01/filtered_nohost1.fq.gz,V8RHG3,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/V8RHG3/V8RHG3_350.raw.fq1.gz,V8RHG3,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8RU1D_E100013117_L01/filtered_nohost1.fq.gz,V8RU1D,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/V8RU1D/V8RU1D_350.raw.fq1.gz,V8RU1D,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F034/00.RawData/V8SP4T/V8SP4T_350.raw.fq1.gz,V8SP4T,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8SX5M_E100012874_L01/filtered_nohost1.fq.gz,V8SX5M,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F014/00.RawData/V8SX5M/V8SX5M_350.raw.fq1.gz,V8SX5M,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8WCPE_E100010924_L01/filtered_nohost1.fq.gz,V8WCPE,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/V8WCPE/V8WCPE_350.raw.fq1.gz,V8WCPE,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F028/00.RawData/V8X023/V8X023_350.raw.fq1.gz,V8X023,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8X023_E100016768_L01/filtered_nohost1.fq.gz,V8X023,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/V8XAUP/V8XAUP_350.raw.fq1.gz,V8XAUP,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8XAUP_E100013421_L01/filtered_nohost1.fq.gz,V8XAUP,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8XI8Q_E100009772A_L01/filtered_nohost1.fq.gz,V8XI8Q,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F041/00.RawData/V8XI8Q/V8XI8Q_350.raw.fq1.gz,V8XI8Q,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F047/00.RawData/V8XMND/V8XMND_350.raw.fq1.gz,V8XMND,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8XMND_E100013124_L01/filtered_nohost1.fq.gz,V8XMND,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V8Y03S_E100010924_L01/filtered_nohost1.fq.gz,V8Y03S,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/V8Y03S/V8Y03S_350.raw.fq1.gz,V8Y03S,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/V906OJ/V906OJ_350.raw.fq1.gz,V906OJ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/V9072B/V9072B_350.raw.fq1.gz,V9072B,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9072B_E100013106_L01/filtered_nohost1.fq.gz,V9072B,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V90RVA_E100016707_L01/filtered_nohost1.fq.gz,V90RVA,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F043/00.RawData/V90RVA/V90RVA_350.raw.fq1.gz,V90RVA,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V919Q2_E100013106_L01/filtered_nohost1.fq.gz,V919Q2,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F029/00.RawData/V919Q2/V919Q2_350.raw.fq1.gz,V919Q2,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V92CZ1_E100013128_L01/filtered_nohost1.fq.gz,V92CZ1,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F009/00.RawData/V92CZ1/V92CZ1_350.raw.fq1.gz,V92CZ1,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9381G_E100013108_L01/filtered_nohost1.fq.gz,V9381G,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/V9381G/V9381G_350.raw.fq1.gz,V9381G,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F031/00.RawData/V942L6/V942L6_350.raw.fq1.gz,V942L6,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V942L6_E100016770_L01/filtered_nohost1.fq.gz,V942L6,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V944TO_E100010924_L01/filtered_nohost1.fq.gz,V944TO,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/V944TO/V944TO_350.raw.fq1.gz,V944TO,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/V94WAR/V94WAR_350.raw.fq1.gz,V94WAR,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/V95KM2/V95KM2_350.raw.fq1.gz,V95KM2,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V95KM2_E100013118_L01/filtered_nohost1.fq.gz,V95KM2,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/V964S0/V964S0_350.raw.fq1.gz,V964S0,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V964S0_E100012874_L01/filtered_nohost1.fq.gz,V964S0,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F046/00.RawData/V96BA5/V96BA5_350.raw.fq1.gz,V96BA5,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V96QEP_E100016768_L01/filtered_nohost1.fq.gz,V96QEP,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F042/00.RawData/V96QEP/V96QEP_350.raw.fq1.gz,V96QEP,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/V96VVO/V96VVO_350.raw.fq1.gz,V96VVO,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V96VVO_E100016768_L01/filtered_nohost1.fq.gz,V96VVO,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V97EBU_E100013104_L01/filtered_nohost1.fq.gz,V97EBU,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/V97EBU/V97EBU_350.raw.fq1.gz,V97EBU,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/V97J9Z/V97J9Z_350.raw.fq1.gz,V97J9Z,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V97J9Z_E100013106_L01/filtered_nohost1.fq.gz,V97J9Z,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F048/00.RawData/V98RCE/V98RCE_350.raw.fq1.gz,V98RCE,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V98RCE_E100010953_L01/filtered_nohost1.fq.gz,V98RCE,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total4/result_X204SC20042033-Z01-F030/00.RawData/V9930Y/V9930Y_350.raw.fq1.gz,V9930Y,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9930Y_E100013124_L01/filtered_nohost1.fq.gz,V9930Y,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F052/00.RawData/V99AA5/V99AA5_350.raw.fq1.gz,V99AA5,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V99AA5_E100010953_L01/filtered_nohost1.fq.gz,V99AA5,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F053/00.RawData/V9B933/V9B933_350.raw.fq1.gz,V9B933,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9B933_E100013458_L01/filtered_nohost1.fq.gz,V9B933,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F006/00.RawData/V9CUTJ/V9CUTJ_350.raw.fq1.gz,V9CUTJ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9CUTJ_E100013128_L01/filtered_nohost1.fq.gz,V9CUTJ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/V9CUZI/V9CUZI_350.raw.fq1.gz,V9CUZI,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9CZ1H_E100013117_L01/filtered_nohost1.fq.gz,V9CZ1H,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F013/00.RawData/V9CZ1H/V9CZ1H_350.raw.fq1.gz,V9CZ1H,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9DHHW_E100009772A_L01/filtered_nohost1.fq.gz,V9DHHW,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F044/00.RawData/V9DHHW/V9DHHW_350.raw.fq1.gz,V9DHHW,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F003/00.RawData/V9DYXM/V9DYXM_350.raw.fq1.gz,V9DYXM,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9DYXM_E100013128_L01/filtered_nohost1.fq.gz,V9DYXM,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F049/00.RawData/V9E4VW/V9E4VW_350.raw.fq1.gz,V9E4VW,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9E4VW_E100010235_L01/filtered_nohost1.fq.gz,V9E4VW,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9E7KF_E100013108_L01/filtered_nohost1.fq.gz,V9E7KF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/V9E7KF/V9E7KF_350.raw.fq1.gz,V9E7KF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F043/00.RawData/V9EN4M/V9EN4M_350.raw.fq1.gz,V9EN4M,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9EN4M_E100016707_L01/filtered_nohost1.fq.gz,V9EN4M,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9GGFQ_E100013124_L01/filtered_nohost1.fq.gz,V9GGFQ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F022/00.RawData/V9GGFQ/V9GGFQ_350.raw.fq1.gz,V9GGFQ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/V9GL9Z/V9GL9Z_350.raw.fq1.gz,V9GL9Z,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9GL9Z_E100016707_L01/filtered_nohost1.fq.gz,V9GL9Z,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9GP2F_E100013104_L01/filtered_nohost1.fq.gz,V9GP2F,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F051/00.RawData/V9GP2F/V9GP2F_350.raw.fq1.gz,V9GP2F,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F027/00.RawData/V9GZZQ/V9GZZQ_350.raw.fq1.gz,V9GZZQ,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9GZZQ_E100009727_L01/filtered_nohost1.fq.gz,V9GZZQ,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F002/00.RawData/V9HGKF/V9HGKF_350.raw.fq1.gz,V9HGKF,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9HGKF_E100013465_L01/filtered_nohost1.fq.gz,V9HGKF,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9HJCC_E100013458_L01/filtered_nohost1.fq.gz,V9HJCC,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F053/00.RawData/V9HJCC/V9HJCC_350.raw.fq1.gz,V9HJCC,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9I1IC_E100010924_L01/filtered_nohost1.fq.gz,V9I1IC,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/V9I1IC/V9I1IC_350.raw.fq1.gz,V9I1IC,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total3/result_X204SC20042033-Z01-F023/00.RawData/V9I1JH/V9I1JH_350.raw.fq1.gz,V9I1JH,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9I1JH_E100016768_L01/filtered_nohost1.fq.gz,V9I1JH,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9IP0Z_E100013421_L01/filtered_nohost1.fq.gz,V9IP0Z,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F050/00.RawData/V9IP0Z/V9IP0Z_350.raw.fq1.gz,V9IP0Z,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F043/00.RawData/V9J61N/V9J61N_350.raw.fq1.gz,V9J61N,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9J61N_E100013106_L01/filtered_nohost1.fq.gz,V9J61N,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F005/00.RawData/V9JP03/V9JP03_350.raw.fq1.gz,V9JP03,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9JP03_E100013106_L01/filtered_nohost1.fq.gz,V9JP03,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9KDRC_E100012874_L01/filtered_nohost1.fq.gz,V9KDRC,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb2/result_X204SC20042033-Z01_total5/result_X204SC20042033-Z01-F054/00.RawData/V9KDRC/V9KDRC_350.raw.fq1.gz,V9KDRC,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total2/result_X204SC20042033-Z01-F017/00.RawData/V9KN8S/V9KN8S_350.raw.fq1.gz,V9KN8S,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9KN8S_E100013104_L01/filtered_nohost1.fq.gz,V9KN8S,BGI1
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/metagenomics/1_raw_data/raw_data/usb1/result_X204SC20042033-Z01_total1/X204SC20042033-Z01-F013/00.RawData/V9KP7B/V9KP7B_350.raw.fq1.gz,V9KP7B,Illumina
/gpfs/space/GI/GV/EGCUT_data/omics_data/microbiomics/BGI_cleaned/lab67_V9KP7B_E100013106_L01/filtered_nohost1.fq.gz,V9KP7B,BGI1
